t,X0,Y0,Z0,X1,Y1,Z1,X'0,Y'0,Z'0,X'1,Y'1,Z'1
0.010000,1.000000,-0.000491,0.000000,1.999950,-0.010490,0.000000,-0.000048,-0.098149,0.000000,-0.010047,-1.098050,0.000000
0.020000,0.999998,-0.001963,0.000000,1.999798,-0.021961,0.000000,-0.000386,-0.196392,0.000000,-0.020379,-1.195994,0.000000
0.030000,0.999990,-0.004419,0.000000,1.999540,-0.034410,0.000000,-0.001302,-0.294728,0.000000,-0.031280,-1.293821,0.000000
0.040000,0.999969,-0.007858,0.000000,1.999170,-0.047837,0.000000,-0.003090,-0.393158,0.000000,-0.043034,-1.391509,0.000000
0.050000,0.999925,-0.012282,0.000000,1.998676,-0.062239,0.000000,-0.006039,-0.491680,0.000000,-0.055926,-1.489027,0.000000
0.060000,0.999843,-0.017692,0.000000,1.998046,-0.077616,0.000000,-0.010445,-0.590288,0.000000,-0.070240,-1.586339,0.000000
0.070000,0.999710,-0.024088,0.000000,1.997265,-0.093965,0.000000,-0.016601,-0.688968,0.000000,-0.086259,-1.683395,0.000000
0.080000,0.999505,-0.031472,0.000000,1.996315,-0.111283,0.000000,-0.024802,-0.787693,0.000000,-0.104265,-1.780142,0.000000
0.090000,0.999206,-0.039842,0.000000,1.995173,-0.129567,0.000000,-0.035345,-0.886419,0.000000,-0.124541,-1.876515,0.000000
0.100000,0.998789,-0.049200,0.000000,1.993815,-0.148812,0.000000,-0.048525,-0.985086,0.000000,-0.147369,-1.972442,0.000000
0.110000,0.998226,-0.059543,0.000000,1.992216,-0.169014,0.000000,-0.064636,-1.083610,0.000000,-0.173032,-2.067841,0.000000
0.120000,0.997485,-0.070871,0.000000,1.990344,-0.190167,0.000000,-0.083972,-1.181880,0.000000,-0.201813,-2.162625,0.000000
0.130000,0.996535,-0.083180,0.000000,1.988168,-0.212264,0.000000,-0.106820,-1.279756,0.000000,-0.233991,-2.256694,0.000000
0.140000,0.995336,-0.096464,0.000000,1.985652,-0.235298,0.000000,-0.133460,-1.377067,0.000000,-0.269849,-2.349944,0.000000
0.150000,0.993852,-0.110718,0.000000,1.982758,-0.259260,0.000000,-0.164164,-1.473602,0.000000,-0.309664,-2.442259,0.000000
0.160000,0.992039,-0.125933,0.000000,1.979445,-0.284140,0.000000,-0.199189,-1.569115,0.000000,-0.353710,-2.533519,0.000000
0.170000,0.989853,-0.142096,0.000000,1.975669,-0.309926,0.000000,-0.238774,-1.663316,0.000000,-0.402256,-2.623593,0.000000
0.180000,0.987247,-0.159194,0.000000,1.971384,-0.336607,0.000000,-0.283135,-1.755872,0.000000,-0.455562,-2.712347,0.000000
0.190000,0.984174,-0.177207,0.000000,1.966541,-0.364168,0.000000,-0.332458,-1.846407,0.000000,-0.513874,-2.799638,0.000000
0.200000,0.980581,-0.196114,0.000000,1.961089,-0.392595,0.000000,-0.386895,-1.934499,0.000000,-0.577427,-2.885319,0.000000
0.210000,0.976418,-0.215887,0.000000,1.954974,-0.421869,0.000000,-0.446555,-2.019683,0.000000,-0.646432,-2.969238,0.000000
0.220000,0.971632,-0.236496,0.000000,1.948141,-0.451973,0.000000,-0.511496,-2.101454,0.000000,-0.721076,-3.051242,0.000000
0.230000,0.966171,-0.257903,0.000000,1.940533,-0.482887,0.000000,-0.581720,-2.179270,0.000000,-0.801518,-3.131175,0.000000
0.240000,0.959981,-0.280066,0.000000,1.932091,-0.514589,0.000000,-0.657165,-2.252558,0.000000,-0.887879,-3.208883,0.000000
0.250000,0.953010,-0.302937,0.000000,1.922756,-0.547057,0.000000,-0.737698,-2.320724,0.000000,-0.980242,-3.284212,0.000000
0.260000,0.945210,-0.326462,0.000000,1.912466,-0.580265,0.000000,-0.823109,-2.383163,0.000000,-1.078643,-3.357013,0.000000
0.270000,0.936533,-0.350579,0.000000,1.901163,-0.614188,0.000000,-0.913109,-2.439267,0.000000,-1.183070,-3.427140,0.000000
0.280000,0.926934,-0.375224,0.000000,1.888785,-0.648798,0.000000,-1.007326,-2.488445,0.000000,-1.293460,-3.494455,0.000000
0.290000,0.916374,-0.400323,0.000000,1.875274,-0.684067,0.000000,-1.105303,-2.530131,0.000000,-1.409699,-3.558825,0.000000
0.300000,0.904817,-0.425800,0.000000,1.860572,-0.719965,0.000000,-1.206507,-2.563805,0.000000,-1.531622,-3.620122,0.000000
0.310000,0.892235,-0.451571,0.000000,1.844623,-0.756459,0.000000,-1.310325,-2.589000,0.000000,-1.659018,-3.678225,0.000000
0.320000,0.878604,-0.477550,0.000000,1.827374,-0.793518,0.000000,-1.416080,-2.605325,0.000000,-1.791634,-3.733017,0.000000
0.330000,0.863909,-0.503647,0.000000,1.808774,-0.831108,0.000000,-1.523032,-2.612468,0.000000,-1.929181,-3.784381,0.000000
0.340000,0.848142,-0.529768,0.000000,1.788775,-0.869194,0.000000,-1.630397,-2.610213,0.000000,-2.071348,-3.832199,0.000000
0.350000,0.831303,-0.555820,0.000000,1.767333,-0.907740,0.000000,-1.737352,-2.598442,0.000000,-2.217807,-3.876348,0.000000
0.360000,0.813399,-0.581705,0.000000,1.744406,-0.946708,0.000000,-1.843052,-2.577141,0.000000,-2.368225,-3.916693,0.000000
0.370000,0.794449,-0.607331,0.000000,1.719956,-0.986060,0.000000,-1.946643,-2.546401,0.000000,-2.522276,-3.953085,0.000000
0.380000,0.774476,-0.632603,0.000000,1.693949,-1.025756,0.000000,-2.047274,-2.506416,0.000000,-2.679646,-3.985354,0.000000
0.390000,0.753516,-0.657429,0.000000,1.666353,-1.065753,0.000000,-2.144106,-2.457478,0.000000,-2.840046,-4.013301,0.000000
0.400000,0.731610,-0.681724,0.000000,1.637139,-1.106007,0.000000,-2.236329,-2.399975,0.000000,-3.003212,-4.036700,0.000000
0.410000,0.708807,-0.705402,0.000000,1.606281,-1.146471,0.000000,-2.323164,-2.334380,0.000000,-3.168913,-4.055283,0.000000
0.420000,0.685167,-0.728386,0.000000,1.573753,-1.187095,0.000000,-2.403879,-2.261243,0.000000,-3.336952,-4.068741,0.000000
0.430000,0.660753,-0.750604,0.000000,1.539534,-1.227827,0.000000,-2.477790,-2.181186,0.000000,-3.507162,-4.076717,0.000000
0.440000,0.635636,-0.771989,0.000000,1.503603,-1.268610,0.000000,-2.544276,-2.094891,0.000000,-3.679403,-4.078804,0.000000
0.450000,0.609894,-0.792483,0.000000,1.465940,-1.309382,0.000000,-2.602780,-2.003094,0.000000,-3.853560,-4.074535,0.000000
0.460000,0.583608,-0.812035,0.000000,1.426526,-1.350078,0.000000,-2.652816,-1.906575,0.000000,-4.029530,-4.063385,0.000000
0.470000,0.556867,-0.830602,0.000000,1.385344,-1.390625,0.000000,-2.693980,-1.806146,0.000000,-4.207214,-4.044766,0.000000
0.480000,0.529760,-0.848148,0.000000,1.342376,-1.430946,0.000000,-2.725954,-1.702651,0.000000,-4.386510,-4.018024,0.000000
0.490000,0.502379,-0.864647,0.000000,1.297609,-1.470956,0.000000,-2.748515,-1.596948,0.000000,-4.567291,-3.982439,0.000000
0.500000,0.474821,-0.880082,0.000000,1.251026,-1.510563,0.000000,-2.761540,-1.489903,0.000000,-4.749402,-3.937224,0.000000
0.510000,0.447180,-0.894444,0.000000,1.202617,-1.549666,0.000000,-2.765019,-1.382381,0.000000,-4.932634,-3.881527,0.000000
0.520000,0.419552,-0.907731,0.000000,1.152371,-1.588155,0.000000,-2.759059,-1.275233,0.000000,-5.116715,-3.814433,0.000000
0.530000,0.392030,-0.919953,0.000000,1.100281,-1.625913,0.000000,-2.743897,-1.169288,0.000000,-5.301287,-3.734974,0.000000
0.540000,0.364704,-0.931124,0.000000,1.046345,-1.662810,0.000000,-2.719908,-1.065337,0.000000,-5.485892,-3.642133,0.000000
0.550000,0.337659,-0.941268,0.000000,0.990565,-1.698708,0.000000,-2.687612,-0.964122,0.000000,-5.669946,-3.534864,0.000000
0.560000,0.310977,-0.950417,0.000000,0.932950,-1.733456,0.000000,-2.647686,-0.866323,0.000000,-5.852723,-3.412107,0.000000
0.570000,0.284728,-0.958608,0.000000,0.873518,-1.766895,0.000000,-2.600973,-0.772548,0.000000,-6.033335,-3.272821,0.000000
0.580000,0.258977,-0.965884,0.000000,0.812294,-1.798854,0.000000,-2.548487,-0.683311,0.000000,-6.210709,-3.116015,0.000000
0.590000,0.233774,-0.972291,0.000000,0.749318,-1.829154,0.000000,-2.491419,-0.599027,0.000000,-6.383575,-2.940802,0.000000
0.600000,0.209159,-0.977882,0.000000,0.684643,-1.857606,0.000000,-2.431136,-0.519995,0.000000,-6.550455,-2.746451,0.000000
0.610000,0.185157,-0.982709,0.000000,0.618335,-1.884017,0.000000,-2.369176,-0.446387,0.000000,-6.709659,-2.532468,0.000000
0.620000,0.161775,-0.986828,0.000000,0.550481,-1.908189,0.000000,-2.307228,-0.378235,0.000000,-6.859299,-2.298671,0.000000
0.630000,0.139006,-0.990292,0.000000,0.481188,-1.929925,0.000000,-2.247103,-0.315423,0.000000,-6.997321,-2.045284,0.000000
0.640000,0.116821,-0.993153,0.000000,0.410581,-1.949032,0.000000,-2.190690,-0.257683,0.000000,-7.121553,-1.773030,0.000000
0.650000,0.095174,-0.995461,0.000000,0.338810,-1.965327,0.000000,-2.139883,-0.204589,0.000000,-7.229787,-1.483203,0.000000
0.660000,0.073999,-0.997258,0.000000,0.266045,-1.978644,0.000000,-2.096502,-0.155565,0.000000,-7.319881,-1.177725,0.000000
0.670000,0.053213,-0.998583,0.000000,0.192479,-1.988838,0.000000,-2.062191,-0.109892,0.000000,-7.389881,-0.859159,0.000000
0.680000,0.032720,-0.999465,0.000000,0.118320,-1.995794,0.000000,-2.038316,-0.066729,0.000000,-7.438158,-0.530661,0.000000
0.690000,0.012409,-0.999923,0.000000,0.043792,-1.999430,0.000000,-2.025861,-0.025140,0.000000,-7.463525,-0.195879,0.000000
0.700000,-0.007837,-0.999969,0.000000,-0.030872,-1.999704,0.000000,-2.025356,0.015874,0.000000,-7.465342,0.141213,0.000000
0.710000,-0.028138,-0.999604,0.000000,-0.105436,-1.996612,0.000000,-2.036830,0.057336,0.000000,-7.443570,0.476516,0.000000
0.720000,-0.048612,-0.998818,0.000000,-0.179666,-1.990193,0.000000,-2.059809,0.100251,0.000000,-7.398773,0.806030,0.000000
0.730000,-0.069370,-0.997591,0.000000,-0.253338,-1.980523,0.000000,-2.093356,0.145566,0.000000,-7.332071,1.126058,0.000000
0.740000,-0.090510,-0.995896,0.000000,-0.326240,-1.967714,0.000000,-2.136144,0.194140,0.000000,-7.245043,1.433381,0.000000
0.750000,-0.112118,-0.993695,0.000000,-0.398177,-1.951907,0.000000,-2.186557,0.246708,0.000000,-7.139603,1.725363,0.000000
0.760000,-0.134261,-0.990946,0.000000,-0.468978,-1.933265,0.000000,-2.242788,0.303870,0.000000,-7.017874,2.000006,0.000000
0.770000,-0.156987,-0.987601,0.000000,-0.538488,-1.911969,0.000000,-2.302947,0.366072,0.000000,-6.882058,2.255940,0.000000
0.780000,-0.180326,-0.983607,0.000000,-0.606579,-1.888211,0.000000,-2.365141,0.433606,0.000000,-6.734330,2.492381,0.000000
0.790000,-0.204290,-0.978910,0.000000,-0.673142,-1.862187,0.000000,-2.427547,0.506609,0.000000,-6.576759,2.709047,0.000000
0.800000,-0.228872,-0.973456,0.000000,-0.738088,-1.834096,0.000000,-2.488458,0.585069,0.000000,-6.411254,2.906073,0.000000
0.810000,-0.254049,-0.967191,0.000000,-0.801346,-1.804130,0.000000,-2.546318,0.668834,0.000000,-6.239525,3.083921,0.000000
0.820000,-0.279784,-0.960063,0.000000,-0.862863,-1.772479,0.000000,-2.599736,0.757622,0.000000,-6.063076,3.243293,0.000000
0.830000,-0.306025,-0.952023,0.000000,-0.922596,-1.739323,0.000000,-2.647501,0.851032,0.000000,-5.883202,3.385060,0.000000
0.840000,-0.332712,-0.943029,0.000000,-0.980519,-1.704833,0.000000,-2.688575,0.948561,0.000000,-5.700995,3.510198,0.000000
0.850000,-0.359772,-0.933040,0.000000,-1.036611,-1.669171,0.000000,-2.722094,1.049614,0.000000,-5.517367,3.619745,0.000000
0.860000,-0.387126,-0.922027,0.000000,-1.090864,-1.632487,0.000000,-2.747359,1.153518,0.000000,-5.333062,3.714756,0.000000
0.870000,-0.414689,-0.909963,0.000000,-1.143272,-1.594921,0.000000,-2.763829,1.259535,0.000000,-5.148680,3.796279,0.000000
0.880000,-0.442372,-0.896832,0.000000,-1.193839,-1.556603,0.000000,-2.771109,1.366880,0.000000,-4.964694,3.865331,0.000000
0.890000,-0.470080,-0.882624,0.000000,-1.242569,-1.517652,0.000000,-2.768946,1.474724,0.000000,-4.781473,3.922888,0.000000
0.900000,-0.497719,-0.867338,0.000000,-1.289472,-1.478180,0.000000,-2.757214,1.582217,0.000000,-4.599301,3.969868,0.000000
0.910000,-0.525192,-0.850983,0.000000,-1.334559,-1.438287,0.000000,-2.735909,1.688492,0.000000,-4.418392,4.007130,0.000000
0.920000,-0.552405,-0.833575,0.000000,-1.377844,-1.398067,0.000000,-2.705137,1.792678,0.000000,-4.238911,4.035468,0.000000
0.930000,-0.579264,-0.815140,0.000000,-1.419343,-1.357605,0.000000,-2.665108,1.893911,0.000000,-4.060985,4.055607,0.000000
0.940000,-0.605678,-0.795710,0.000000,-1.459070,-1.316980,0.000000,-2.616129,1.991343,0.000000,-3.884724,4.068208,0.000000
0.950000,-0.631558,-0.775328,0.000000,-1.497043,-1.276264,0.000000,-2.558593,2.084150,0.000000,-3.710226,4.073866,0.000000
0.960000,-0.656823,-0.754045,0.000000,-1.533280,-1.235524,0.000000,-2.492974,2.171545,0.000000,-3.537595,4.073112,0.000000
0.970000,-0.681393,-0.731918,0.000000,-1.567801,-1.194822,0.000000,-2.419823,2.252780,0.000000,-3.366948,4.066415,0.000000
0.980000,-0.705196,-0.709012,0.000000,-1.600626,-1.154214,0.000000,-2.339754,2.327161,0.000000,-3.198423,4.054190,0.000000
0.990000,-0.728167,-0.685400,0.000000,-1.631777,-1.113755,0.000000,-2.253446,2.394056,0.000000,-3.032187,4.036798,0.000000
1.000000,-0.750247,-0.661158,0.000000,-1.661278,-1.073494,0.000000,-2.161626,2.452898,0.000000,-2.868437,4.014550,0.000000
1.010000,-0.771384,-0.636370,0.000000,-1.689155,-1.033479,0.000000,-2.065071,2.503200,0.000000,-2.707404,3.987716,0.000000
1.020000,-0.791535,-0.611124,0.000000,-1.715436,-0.993755,0.000000,-1.964591,2.544563,0.000000,-2.549352,3.956526,0.000000
1.030000,-0.810665,-0.585510,0.000000,-1.740153,-0.954363,0.000000,-1.861027,2.576677,0.000000,-2.394572,3.921178,0.000000
1.040000,-0.828748,-0.559622,0.000000,-1.763340,-0.915344,0.000000,-1.755231,2.599336,0.000000,-2.243378,3.881843,0.000000
1.050000,-0.845765,-0.533555,0.000000,-1.785034,-0.876739,0.000000,-1.648065,2.612433,0.000000,-2.096101,3.838671,0.000000
1.060000,-0.861708,-0.507405,0.000000,-1.805276,-0.838583,0.000000,-1.540379,2.615971,0.000000,-1.953076,3.791795,0.000000
1.070000,-0.876574,-0.481267,0.000000,-1.824111,-0.800915,0.000000,-1.433003,2.610055,0.000000,-1.814638,3.741338,0.000000
1.080000,-0.890371,-0.455235,0.000000,-1.841585,-0.763768,0.000000,-1.326732,2.594892,0.000000,-1.681102,3.687417,0.000000
1.090000,-0.903115,-0.429399,0.000000,-1.857750,-0.727178,0.000000,-1.222316,2.570783,0.000000,-1.552763,3.630147,0.000000
1.100000,-0.914826,-0.403848,0.000000,-1.872659,-0.691176,0.000000,-1.120445,2.538117,0.000000,-1.429881,3.569645,0.000000
1.110000,-0.925534,-0.378664,0.000000,-1.886367,-0.655795,0.000000,-1.021741,2.497352,0.000000,-1.312673,3.506030,0.000000
1.120000,-0.935273,-0.353926,0.000000,-1.898932,-0.621065,0.000000,-0.926752,2.449008,0.000000,-1.201311,3.439428,0.000000
1.130000,-0.944083,-0.329707,0.000000,-1.910413,-0.587016,0.000000,-0.835946,2.393648,0.000000,-1.095916,3.369971,0.000000
1.140000,-0.952008,-0.306074,0.000000,-1.920870,-0.553675,0.000000,-0.749705,2.331868,0.000000,-0.996557,3.297800,0.000000
1.150000,-0.959094,-0.283089,0.000000,-1.930364,-0.521069,0.000000,-0.668330,2.264275,0.000000,-0.903250,3.223057,0.000000
1.160000,-0.965391,-0.260806,0.000000,-1.938955,-0.489222,0.000000,-0.592041,2.191479,0.000000,-0.815965,3.145894,0.000000
1.170000,-0.970952,-0.239275,0.000000,-1.946703,-0.458158,0.000000,-0.520979,2.114080,0.000000,-0.734622,3.066465,0.000000
1.180000,-0.975828,-0.218538,0.000000,-1.953667,-0.427900,0.000000,-0.455215,2.032656,0.000000,-0.659103,2.984924,0.000000
1.190000,-0.980074,-0.198633,0.000000,-1.959904,-0.398466,0.000000,-0.394754,1.947754,0.000000,-0.589254,2.901429,0.000000
1.200000,-0.983741,-0.179593,0.000000,-1.965470,-0.369877,0.000000,-0.339543,1.859887,0.000000,-0.524889,2.816135,0.000000
1.210000,-0.986882,-0.161444,0.000000,-1.970419,-0.342149,0.000000,-0.289476,1.769526,0.000000,-0.465797,2.729194,0.000000
1.220000,-0.989547,-0.144209,0.000000,-1.974803,-0.315298,0.000000,-0.244407,1.677099,0.000000,-0.411747,2.640756,0.000000
1.230000,-0.991786,-0.127907,0.000000,-1.978670,-0.289338,0.000000,-0.204153,1.582989,0.000000,-0.362491,2.550965,0.000000
1.240000,-0.993646,-0.112554,0.000000,-1.982068,-0.264283,0.000000,-0.168498,1.487535,0.000000,-0.317772,2.459959,0.000000
1.250000,-0.995170,-0.098160,0.000000,-1.985040,-0.240143,0.000000,-0.137206,1.391031,0.000000,-0.277320,2.367868,0.000000
1.260000,-0.996403,-0.084736,0.000000,-1.987628,-0.216929,0.000000,-0.110021,1.293731,0.000000,-0.240862,2.274817,0.000000
1.270000,-0.997384,-0.072287,0.000000,-1.989870,-0.194649,0.000000,-0.086671,1.195847,0.000000,-0.208120,2.180922,0.000000
1.280000,-0.998149,-0.060820,0.000000,-1.991802,-0.173313,0.000000,-0.066877,1.097556,0.000000,-0.178813,2.086290,0.000000
1.290000,-0.998732,-0.050337,0.000000,-1.993456,-0.152926,0.000000,-0.050351,0.999002,0.000000,-0.152661,1.991022,0.000000
1.300000,-0.999166,-0.040841,0.000000,-1.994864,-0.133494,0.000000,-0.036799,0.900298,0.000000,-0.129380,1.895208,0.000000
1.310000,-0.999477,-0.032331,0.000000,-1.996053,-0.115023,0.000000,-0.025928,0.801531,0.000000,-0.108689,1.798931,0.000000
1.320000,-0.999692,-0.024810,0.000000,-1.997046,-0.097517,0.000000,-0.017441,0.702765,0.000000,-0.090305,1.702266,0.000000
1.330000,-0.999833,-0.018276,0.000000,-1.997865,-0.080979,0.000000,-0.011041,0.604044,0.000000,-0.073946,1.605277,0.000000
1.340000,-0.999919,-0.012729,0.000000,-1.998531,-0.065412,0.000000,-0.006433,0.505396,0.000000,-0.059329,1.508023,0.000000
1.350000,-0.999966,-0.008168,0.000000,-1.999057,-0.050819,0.000000,-0.003323,0.406837,0.000000,-0.046172,1.410552,0.000000
1.360000,-0.999989,-0.004592,0.000000,-1.999458,-0.037202,0.000000,-0.001416,0.308373,0.000000,-0.034191,1.312904,0.000000
1.370000,-0.999998,-0.002000,0.000000,-1.999744,-0.024561,0.000000,-0.000420,0.210006,0.000000,-0.023103,1.215111,0.000000
1.380000,-1.000000,-0.000391,0.000000,-1.999922,-0.012900,0.000000,-0.000043,0.111734,0.000000,-0.012622,1.117195,0.000000
1.390000,-1.000000,0.000235,0.000000,-1.999997,-0.002218,0.000000,0.000003,0.013557,0.000000,-0.002464,1.019171,0.000000
1.400000,-1.000000,-0.000120,0.000000,-1.999971,0.007483,0.000000,0.000010,-0.084518,0.000000,0.007655,0.921045,0.000000
1.410000,-0.999999,-0.001455,0.000000,-1.999843,0.016203,0.000000,0.000266,-0.182479,0.000000,0.018019,0.822814,0.000000
1.420000,-0.999993,-0.003769,0.000000,-1.999609,0.023939,0.000000,0.001057,-0.280302,0.000000,0.028907,0.724466,0.000000
1.430000,-0.999975,-0.007060,0.000000,-1.999263,0.030691,0.000000,0.002669,-0.377947,0.000000,0.040595,0.625983,0.000000
1.440000,-0.999936,-0.011327,0.000000,-1.998794,0.036458,0.000000,0.005385,-0.475358,0.000000,0.053353,0.527336,0.000000
1.450000,-0.999863,-0.016567,0.000000,-1.998191,0.041238,0.000000,0.009485,-0.572458,0.000000,0.067440,0.428490,0.000000
1.460000,-0.999740,-0.022775,0.000000,-1.997440,0.045027,0.000000,0.015244,-0.669149,0.000000,0.083104,0.329403,0.000000
1.470000,-0.999551,-0.029948,0.000000,-1.996523,0.047825,0.000000,0.022930,-0.765309,0.000000,0.100574,0.230026,0.000000
1.480000,-0.999275,-0.038079,0.000000,-1.995421,0.049627,0.000000,0.032802,-0.860789,0.000000,0.120062,0.130306,0.000000
1.490000,-0.998887,-0.047161,0.000000,-1.994114,0.050429,0.000000,0.045109,-0.955417,0.000000,0.141754,0.030186,0.000000
1.500000,-0.998363,-0.057184,0.000000,-1.992579,0.050229,0.000000,0.060084,-1.048996,0.000000,0.165809,-0.070395,0.000000
1.510000,-0.997676,-0.068136,0.000000,-1.990790,0.049020,0.000000,0.077946,-1.141305,0.000000,0.192352,-0.171497,0.000000
1.520000,-0.996794,-0.080005,0.000000,-1.988723,0.046797,0.000000,0.098891,-1.232103,0.000000,0.221473,-0.273178,0.000000
1.530000,-0.995687,-0.092773,0.000000,-1.986352,0.043554,0.000000,0.123096,-1.321132,0.000000,0.253226,-0.375495,0.000000
1.540000,-0.994321,-0.106421,0.000000,-1.983650,0.039285,0.000000,0.150709,-1.408120,0.000000,0.287621,-0.478497,0.000000
1.550000,-0.992661,-0.120927,0.000000,-1.980590,0.033982,0.000000,0.181854,-1.492790,0.000000,0.324631,-0.582226,0.000000
1.560000,-0.990672,-0.136268,0.000000,-1.977148,0.027638,0.000000,0.216623,-1.574858,0.000000,0.364189,-0.686717,0.000000
1.570000,-0.988316,-0.152415,0.000000,-1.973299,0.020245,0.000000,0.255081,-1.654045,0.000000,0.406192,-0.791990,0.000000
1.580000,-0.985558,-0.169338,0.000000,-1.969017,0.011795,0.000000,0.297261,-1.730076,0.000000,0.450502,-0.898057,0.000000
1.590000,-0.982359,-0.187005,0.000000,-1.964281,0.002281,0.000000,0.343166,-1.802692,0.000000,0.496954,-1.004915,0.000000
1.600000,-0.978682,-0.205380,0.000000,-1.959071,-0.008306,0.000000,0.392771,-1.871644,0.000000,0.545361,-1.112549,0.000000
1.610000,-0.974491,-0.224425,0.000000,-1.953368,-0.019972,0.000000,0.446022,-1.936703,0.000000,0.595520,-1.220931,0.000000
1.620000,-0.969750,-0.244100,0.000000,-1.947156,-0.032727,0.000000,0.502840,-1.997656,0.000000,0.647221,-1.330024,0.000000
1.630000,-0.964423,-0.264364,0.000000,-1.940419,-0.046575,0.000000,0.563120,-2.054313,0.000000,0.700250,-1.439777,0.000000
1.640000,-0.958476,-0.285171,0.000000,-1.933147,-0.061524,0.000000,0.626738,-2.106497,0.000000,0.754399,-1.550135,0.000000
1.650000,-0.951877,-0.306478,0.000000,-1.925328,-0.077580,0.000000,0.693545,-2.154050,0.000000,0.809473,-1.661032,0.000000
1.660000,-0.944595,-0.328237,0.000000,-1.916955,-0.094746,0.000000,0.763374,-2.196828,0.000000,0.865290,-1.772399,0.000000
1.670000,-0.936601,-0.350398,0.000000,-1.908021,-0.113029,0.000000,0.836039,-2.234698,0.000000,0.921692,-1.884166,0.000000
1.680000,-0.927866,-0.372914,0.000000,-1.898520,-0.132431,0.000000,0.911335,-2.267537,0.000000,0.978544,-1.996259,0.000000
1.690000,-0.918366,-0.395732,0.000000,-1.888449,-0.152955,0.000000,0.989034,-2.295228,0.000000,1.035739,-2.108605,0.000000
1.700000,-0.908078,-0.418801,0.000000,-1.877804,-0.174604,0.000000,1.068892,-2.317658,0.000000,1.093198,-2.221135,0.000000
1.710000,-0.896982,-0.442067,0.000000,-1.866584,-0.197378,0.000000,1.150639,-2.334716,0.000000,1.150875,-2.333780,0.000000
1.720000,-0.885060,-0.465477,0.000000,-1.854786,-0.221279,0.000000,1.233982,-2.346297,0.000000,1.208754,-2.446476,0.000000
1.730000,-0.872298,-0.488975,0.000000,-1.842408,-0.246308,0.000000,1.318600,-2.352294,0.000000,1.266853,-2.559163,0.000000
1.740000,-0.858685,-0.512504,0.000000,-1.829448,-0.272462,0.000000,1.404147,-2.352605,0.000000,1.325222,-2.671786,0.000000
1.750000,-0.844213,-0.536007,0.000000,-1.815903,-0.299743,0.000000,1.490239,-2.347131,0.000000,1.383944,-2.784291,0.000000
1.760000,-0.828879,-0.559427,0.000000,-1.801768,-0.328148,0.000000,1.576464,-2.335780,0.000000,1.443135,-2.896629,0.000000
1.770000,-0.812685,-0.582703,0.000000,-1.787038,-0.357675,0.000000,1.662367,-2.318472,0.000000,1.502946,-3.008752,0.000000
1.780000,-0.795635,-0.605776,0.000000,-1.771706,-0.388322,0.000000,1.747461,-2.295139,0.000000,1.563558,-3.120609,0.000000
1.790000,-0.777740,-0.628586,0.000000,-1.755763,-0.420086,0.000000,1.831214,-2.265735,0.000000,1.625188,-3.232150,0.000000
1.800000,-0.759017,-0.651071,0.000000,-1.739198,-0.452964,0.000000,1.913055,-2.230236,0.000000,1.688087,-3.343317,0.000000
1.810000,-0.739487,-0.673170,0.000000,-1.721996,-0.486951,0.000000,1.992374,-2.188652,0.000000,1.752538,-3.454045,0.000000
1.820000,-0.719180,-0.694823,0.000000,-1.704141,-0.522043,0.000000,2.068518,-2.141028,0.000000,1.818857,-3.564253,0.000000
1.830000,-0.698130,-0.715971,0.000000,-1.685612,-0.558234,0.000000,2.140801,-2.087455,0.000000,1.887395,-3.673844,0.000000
1.840000,-0.676379,-0.736553,0.000000,-1.666384,-0.595517,0.000000,2.208499,-2.028072,0.000000,1.958535,-3.782699,0.000000
1.850000,-0.653978,-0.756513,0.000000,-1.646431,-0.633885,0.000000,2.270864,-1.963077,0.000000,2.032688,-3.890667,0.000000
1.860000,-0.630982,-0.775797,0.000000,-1.625719,-0.673327,0.000000,2.327123,-1.892729,0.000000,2.110299,-3.997564,0.000000
1.870000,-0.607458,-0.794351,0.000000,-1.604212,-0.713832,0.000000,2.376489,-1.817354,0.000000,2.191836,-4.103160,0.000000
1.880000,-0.583478,-0.812128,0.000000,-1.581868,-0.755385,0.000000,2.418168,-1.737346,0.000000,2.277795,-4.207178,0.000000
1.890000,-0.559123,-0.829084,0.000000,-1.558640,-0.797969,0.000000,2.451374,-1.653173,0.000000,2.368688,-4.309278,0.000000
1.900000,-0.534481,-0.845180,0.000000,-1.534476,-0.841563,0.000000,2.475334,-1.565371,0.000000,2.465048,-4.409054,0.000000
1.910000,-0.509650,-0.860382,0.000000,-1.509319,-0.886141,0.000000,2.489303,-1.474546,0.000000,2.567416,-4.506021,0.000000
1.920000,-0.484731,-0.874663,0.000000,-1.483106,-0.931672,0.000000,2.492573,-1.381364,0.000000,2.676340,-4.599608,0.000000
1.930000,-0.459836,-0.888003,0.000000,-1.455768,-0.978119,0.000000,2.484491,-1.286547,0.000000,2.792371,-4.689146,0.000000
1.940000,-0.435081,-0.900391,0.000000,-1.427233,-1.025439,0.000000,2.464461,-1.190861,0.000000,2.916051,-4.773856,0.000000
1.950000,-0.410588,-0.911820,0.000000,-1.397420,-1.073577,0.000000,2.431962,-1.095100,0.000000,3.047913,-4.852839,0.000000
1.960000,-0.386485,-0.922295,0.000000,-1.366245,-1.122473,0.000000,2.386549,-1.000075,0.000000,3.188473,-4.925060,0.000000
