t,X0,Y0,Z0,X1,Y1,Z1,X'0,Y'0,Z'0,X'1,Y'1,Z'1
11.530000,-0.909864,-0.413739,0.000000,0.084132,-0.522972,0.000000,-0.540025,1.187924,0.000000,-0.208902,4.201660,0.000000
11.540000,-0.914972,-0.402312,0.000000,0.081873,-0.481429,0.000000,-0.482200,1.097010,0.000000,-0.243387,4.106817,0.000000
11.550000,-0.919519,-0.391805,0.000000,0.079257,-0.440839,0.000000,-0.427736,1.004206,0.000000,-0.280183,4.011074,0.000000
11.560000,-0.923537,-0.382233,0.000000,0.076261,-0.401211,0.000000,-0.376413,0.909844,0.000000,-0.319450,3.914304,0.000000
11.570000,-0.927057,-0.373612,0.000000,0.072859,-0.362557,0.000000,-0.328009,0.814279,0.000000,-0.361267,3.816363,0.000000
11.580000,-0.930107,-0.365950,0.000000,0.069027,-0.324888,0.000000,-0.282299,0.717883,0.000000,-0.405628,3.717100,0.000000
11.590000,-0.932711,-0.359256,0.000000,0.064738,-0.288220,0.000000,-0.239054,0.621032,0.000000,-0.452441,3.616365,0.000000
11.600000,-0.934895,-0.353530,0.000000,0.059970,-0.252566,0.000000,-0.198036,0.524097,0.000000,-0.501535,3.514021,0.000000
11.610000,-0.936679,-0.348773,0.000000,0.054701,-0.217945,0.000000,-0.159004,0.427433,0.000000,-0.552661,3.409950,0.000000
11.620000,-0.938081,-0.344979,0.000000,0.048911,-0.184373,0.000000,-0.121711,0.331371,0.000000,-0.605503,3.304061,0.000000
11.630000,-0.939118,-0.342142,0.000000,0.042586,-0.151870,0.000000,-0.085905,0.236206,0.000000,-0.659694,3.196299,0.000000
11.640000,-0.939803,-0.340251,0.000000,0.035714,-0.120454,0.000000,-0.051331,0.142196,0.000000,-0.714826,3.086646,0.000000
11.650000,-0.940148,-0.339294,0.000000,0.028288,-0.090143,0.000000,-0.017733,0.049554,0.000000,-0.770467,2.975121,0.000000
11.660000,-0.940160,-0.339255,0.000000,0.020305,-0.060957,0.000000,0.015143,-0.041550,0.000000,-0.826178,2.861787,0.000000
11.670000,-0.939846,-0.340119,0.000000,0.011766,-0.032913,0.000000,0.047554,-0.130988,0.000000,-0.881525,2.746739,0.000000
11.680000,-0.939210,-0.341869,0.000000,0.002677,-0.006028,0.000000,0.079748,-0.218676,0.000000,-0.936093,2.630109,0.000000
11.690000,-0.938251,-0.344487,0.000000,-0.006952,0.019684,0.000000,0.111973,-0.304561,0.000000,-0.989496,2.512054,0.000000
11.700000,-0.936969,-0.347954,0.000000,-0.017108,0.044209,0.000000,0.144470,-0.388622,0.000000,-1.041385,2.392757,0.000000
11.710000,-0.935360,-0.352253,0.000000,-0.027774,0.067536,0.000000,0.177475,-0.470859,0.000000,-1.091454,2.272414,0.000000
11.720000,-0.933417,-0.357365,0.000000,-0.038930,0.089655,0.000000,0.211216,-0.551288,0.000000,-1.139445,2.151235,0.000000
11.730000,-0.931133,-0.363273,0.000000,-0.050555,0.110558,0.000000,0.245915,-0.629934,0.000000,-1.185144,2.029433,0.000000
11.740000,-0.928495,-0.369958,0.000000,-0.062625,0.130242,0.000000,0.281786,-0.706826,0.000000,-1.228386,1.907221,0.000000
11.750000,-0.925492,-0.377404,0.000000,-0.075114,0.148702,0.000000,0.319037,-0.781988,0.000000,-1.269050,1.784811,0.000000
11.760000,-0.922109,-0.385592,0.000000,-0.087997,0.165938,0.000000,0.357866,-0.855437,0.000000,-1.307057,1.662403,0.000000
11.770000,-0.918329,-0.394507,0.000000,-0.101246,0.181951,0.000000,0.398462,-0.927179,0.000000,-1.342366,1.540190,0.000000
11.780000,-0.914134,-0.404130,0.000000,-0.114835,0.196743,0.000000,0.441008,-0.997202,0.000000,-1.374969,1.418350,0.000000
11.790000,-0.909502,-0.414445,0.000000,-0.128737,0.210320,0.000000,0.485675,-1.065476,0.000000,-1.404891,1.297048,0.000000
11.800000,-0.904412,-0.425434,0.000000,-0.142924,0.222687,0.000000,0.532625,-1.131953,0.000000,-1.432183,1.176432,0.000000
11.810000,-0.898841,-0.437078,0.000000,-0.157372,0.233851,0.000000,0.582006,-1.196560,0.000000,-1.456917,1.056633,0.000000
11.820000,-0.892764,-0.449358,0.000000,-0.172054,0.243822,0.000000,0.633958,-1.259203,0.000000,-1.479186,0.937766,0.000000
11.830000,-0.886153,-0.462255,0.000000,-0.186948,0.252610,0.000000,0.688603,-1.319761,0.000000,-1.499101,0.819927,0.000000
11.840000,-0.878982,-0.475746,0.000000,-0.202029,0.260225,0.000000,0.746048,-1.378092,0.000000,-1.516783,0.703193,0.000000
11.850000,-0.871223,-0.489809,0.000000,-0.217276,0.266678,0.000000,0.806386,-1.434029,0.000000,-1.532370,0.587624,0.000000
11.860000,-0.862845,-0.504418,0.000000,-0.232670,0.271981,0.000000,0.869686,-1.487382,0.000000,-1.546003,0.473259,0.000000
11.870000,-0.853819,-0.519547,0.000000,-0.248190,0.276147,0.000000,0.935997,-1.537937,0.000000,-1.557835,0.360116,0.000000
11.880000,-0.844115,-0.535167,0.000000,-0.263821,0.279187,0.000000,1.005345,-1.585459,0.000000,-1.568023,0.248193,0.000000
11.890000,-0.833702,-0.551245,0.000000,-0.279546,0.281115,0.000000,1.077727,-1.629695,0.000000,-1.576728,0.137467,0.000000
11.900000,-0.822550,-0.567749,0.000000,-0.295351,0.281941,0.000000,1.153111,-1.670370,0.000000,-1.584111,0.027891,0.000000
11.910000,-0.810630,-0.584640,0.000000,-0.311224,0.281676,0.000000,1.231432,-1.707195,0.000000,-1.590336,-0.080606,0.000000
11.920000,-0.797912,-0.601879,0.000000,-0.327155,0.280332,0.000000,1.312589,-1.739867,0.000000,-1.595564,-0.188120,0.000000
11.930000,-0.784369,-0.619422,0.000000,-0.343133,0.277917,0.000000,1.396441,-1.768072,0.000000,-1.599950,-0.294772,0.000000
11.940000,-0.769975,-0.637224,0.000000,-0.359151,0.274439,0.000000,1.482805,-1.791490,0.000000,-1.603647,-0.400713,0.000000
11.950000,-0.754705,-0.655235,0.000000,-0.375204,0.269904,0.000000,1.571453,-1.809797,0.000000,-1.606793,-0.506121,0.000000
11.960000,-0.738539,-0.673402,0.000000,-0.391286,0.264317,0.000000,1.662109,-1.822671,0.000000,-1.609519,-0.611204,0.000000
11.970000,-0.721458,-0.691669,0.000000,-0.407393,0.257680,0.000000,1.754444,-1.829798,0.000000,-1.611936,-0.716201,0.000000
11.980000,-0.703446,-0.709978,0.000000,-0.423524,0.249993,0.000000,1.848076,-1.830874,0.000000,-1.614139,-0.821381,0.000000
11.990000,-0.684493,-0.728266,0.000000,-0.439675,0.241251,0.000000,1.942570,-1.825617,0.000000,-1.616194,-0.927045,0.000000
12.000000,-0.664593,-0.746468,0.000000,-0.455847,0.231449,0.000000,2.037432,-1.813770,0.000000,-1.618142,-1.033521,0.000000
12.010000,-0.643745,-0.764519,0.000000,-0.472038,0.220577,0.000000,2.132111,-1.795110,0.000000,-1.619989,-1.141168,0.000000
12.020000,-0.621954,-0.782347,0.000000,-0.488247,0.208621,0.000000,2.225999,-1.769453,0.000000,-1.621700,-1.250367,0.000000
12.030000,-0.599230,-0.799884,0.000000,-0.504471,0.195563,0.000000,2.318434,-1.736669,0.000000,-1.623195,-1.361525,0.000000
12.040000,-0.575592,-0.817057,0.000000,-0.520709,0.181382,0.000000,2.408699,-1.696684,0.000000,-1.624346,-1.475060,0.000000
12.050000,-0.551066,-0.833793,0.000000,-0.536956,0.166052,0.000000,2.496029,-1.649491,0.000000,-1.624967,-1.591404,0.000000
12.060000,-0.525684,-0.850023,0.000000,-0.553206,0.149543,0.000000,2.579613,-1.595158,0.000000,-1.624813,-1.710990,0.000000
12.070000,-0.499489,-0.865673,0.000000,-0.569449,0.131820,0.000000,2.658606,-1.533838,0.000000,-1.623573,-1.834240,0.000000
12.080000,-0.472530,-0.880677,0.000000,-0.585673,0.112845,0.000000,2.732132,-1.465774,0.000000,-1.620872,-1.961563,0.000000
12.090000,-0.444867,-0.894967,0.000000,-0.601860,0.092574,0.000000,2.799295,-1.391306,0.000000,-1.616265,-2.093330,0.000000
12.100000,-0.416568,-0.908483,0.000000,-0.617990,0.070962,0.000000,2.859194,-1.310876,0.000000,-1.609243,-2.229872,0.000000
12.110000,-0.387711,-0.921167,0.000000,-0.634035,0.047960,0.000000,2.910934,-1.225032,0.000000,-1.599232,-2.371457,0.000000
12.120000,-0.358380,-0.932968,0.000000,-0.649963,0.023516,0.000000,2.953641,-1.134427,0.000000,-1.585601,-2.518278,0.000000
12.130000,-0.328671,-0.943842,0.000000,-0.665733,-0.002423,0.000000,2.986475,-1.039820,0.000000,-1.567671,-2.670440,0.000000
12.140000,-0.298686,-0.953754,0.000000,-0.681299,-0.029911,0.000000,3.008653,-0.942068,0.000000,-1.544727,-2.827941,0.000000
12.150000,-0.268536,-0.962676,0.000000,-0.696608,-0.059000,0.000000,3.019461,-0.842123,0.000000,-1.516034,-2.990665,0.000000
12.160000,-0.238337,-0.970592,0.000000,-0.711598,-0.089741,0.000000,3.018270,-0.741015,0.000000,-1.480851,-3.158366,0.000000
12.170000,-0.208212,-0.977496,0.000000,-0.726201,-0.122182,0.000000,3.004557,-0.639842,0.000000,-1.438456,-3.330667,0.000000
12.180000,-0.178289,-0.983393,0.000000,-0.740341,-0.156368,0.000000,2.977913,-0.539751,0.000000,-1.388167,-3.507051,0.000000
12.190000,-0.148698,-0.988299,0.000000,-0.753936,-0.192335,0.000000,2.938058,-0.441912,0.000000,-1.329359,-3.686872,0.000000
12.200000,-0.119572,-0.992242,0.000000,-0.766898,-0.230114,0.000000,2.884849,-0.347502,0.000000,-1.261492,-3.869350,0.000000
12.210000,-0.091045,-0.995264,0.000000,-0.779134,-0.269728,0.000000,2.818282,-0.257670,0.000000,-1.184128,-4.053593,0.000000
12.220000,-0.063251,-0.997415,0.000000,-0.790548,-0.311188,0.000000,2.738494,-0.173518,0.000000,-1.096950,-4.238612,0.000000
12.230000,-0.036319,-0.998757,0.000000,-0.801040,-0.354499,0.000000,2.645756,-0.096068,0.000000,-0.999770,-4.423338,0.000000
12.240000,-0.010377,-0.999362,0.000000,-0.810510,-0.399651,0.000000,2.540464,-0.026238,0.000000,-0.892539,-4.606650,0.000000
12.250000,0.014450,-0.999310,0.000000,-0.818857,-0.446623,0.000000,2.423121,0.035181,0.000000,-0.775347,-4.787401,0.000000
12.260000,0.038047,-0.998688,0.000000,-0.825984,-0.495386,0.000000,2.294314,0.087548,0.000000,-0.648418,-4.964444,0.000000
12.270000,0.060301,-0.997590,0.000000,-0.831794,-0.545896,0.000000,2.154696,0.130385,0.000000,-0.512091,-5.136658,0.000000
12.280000,0.081107,-0.996113,0.000000,-0.836196,-0.598100,0.000000,2.004948,0.163392,0.000000,-0.366807,-5.302964,0.000000
12.290000,0.100368,-0.994356,0.000000,-0.839102,-0.651932,0.000000,1.845757,0.186449,0.000000,-0.213079,-5.462349,0.000000
12.300000,0.117993,-0.992417,0.000000,-0.840431,-0.707320,0.000000,1.677776,0.199621,0.000000,-0.051461,-5.613870,0.000000
12.310000,0.133896,-0.990396,0.000000,-0.840107,-0.764181,0.000000,1.501593,0.203150,0.000000,0.117479,-5.756655,0.000000
12.320000,0.147999,-0.988385,0.000000,-0.838059,-0.822422,0.000000,1.317701,0.197453,0.000000,0.293204,-5.889900,0.000000
12.330000,0.160226,-0.986475,0.000000,-0.834222,-0.881944,0.000000,1.126460,0.183106,0.000000,0.475239,-6.012847,0.000000
12.340000,0.170505,-0.984749,0.000000,-0.828535,-0.942642,0.000000,0.928070,0.160834,0.000000,0.663209,-6.124758,0.000000
12.350000,0.178764,-0.983282,0.000000,-0.820939,-1.004400,0.000000,0.722540,0.131503,0.000000,0.856877,-6.224873,0.000000
12.360000,0.184931,-0.982140,0.000000,-0.811378,-1.067097,0.000000,0.509651,0.096108,0.000000,1.056181,-6.312360,0.000000
12.370000,0.188931,-0.981377,0.000000,-0.799796,-1.130602,0.000000,0.288933,0.055768,0.000000,1.261270,-6.386238,0.000000
12.380000,0.190681,-0.981037,0.000000,-0.786132,-1.194773,0.000000,0.059624,0.011732,0.000000,1.472547,-6.445289,0.000000
12.390000,0.190091,-0.981150,0.000000,-0.770322,-1.259453,0.000000,-0.179368,-0.034608,0.000000,1.690710,-6.487933,0.000000
12.400000,0.187056,-0.981731,0.000000,-0.752292,-1.324470,0.000000,-0.429500,-0.081692,0.000000,1.916806,-6.512063,0.000000
12.410000,0.181457,-0.982780,0.000000,-0.731955,-1.389623,0.000000,-0.692650,-0.127746,0.000000,2.152285,-6.514814,0.000000
12.420000,0.173152,-0.984276,0.000000,-0.709209,-1.454682,0.000000,-0.971153,-0.170701,0.000000,2.399074,-6.492246,0.000000
12.430000,0.161974,-0.986176,0.000000,-0.683928,-1.519366,0.000000,-1.267828,-0.208091,0.000000,2.659648,-6.438877,0.000000
12.440000,0.147724,-0.988409,0.000000,-0.655959,-1.583331,0.000000,-1.585956,-0.236889,0.000000,2.937106,-6.347010,0.000000
12.450000,0.130171,-0.990872,0.000000,-0.625117,-1.646142,0.000000,-1.929105,-0.253285,0.000000,3.235189,-6.205743,0.000000
12.460000,0.109047,-0.993417,0.000000,-0.591173,-1.707231,0.000000,-2.300654,-0.252401,0.000000,3.558165,-5.999557,0.000000
12.470000,0.084057,-0.995842,0.000000,-0.553856,-1.765845,0.000000,-2.702596,-0.227977,0.000000,3.910328,-5.706402,0.000000
12.480000,0.054900,-0.997873,0.000000,-0.512859,-1.820968,0.000000,-3.132908,-0.172221,0.000000,4.294626,-5.295535,0.000000
12.490000,0.021339,-0.999153,0.000000,-0.467861,-1.871229,0.000000,-3.580302,-0.076324,0.000000,4.709456,-4.726463,0.000000
12.500000,-0.016669,-0.999240,0.000000,-0.418606,-1.914816,0.000000,-4.015435,0.067126,0.000000,5.142457,-3.953110,0.000000
12.510000,-0.058742,-0.997649,0.000000,-0.365054,-1.949492,0.000000,-4.381392,0.258122,0.000000,5.561808,-2.941620,0.000000
12.520000,-0.103794,-0.993971,0.000000,-0.307598,-1.972896,0.000000,-4.596926,0.480173,0.000000,5.912638,-1.707767,0.000000
12.530000,-0.149936,-0.988063,0.000000,-0.247237,-1.983231,0.000000,-4.592026,0.696983,0.000000,6.134289,-0.351695,0.000000
12.540000,-0.194868,-0.980190,0.000000,-0.185448,-1.980059,0.000000,-4.360509,0.867057,0.000000,6.197518,0.966587,0.000000
12.550000,-0.236604,-0.970959,0.000000,-0.123751,-1.964484,0.000000,-3.967108,0.966870,0.000000,6.122533,2.112991,0.000000
12.560000,-0.273961,-0.961086,0.000000,-0.063300,-1.938556,0.000000,-3.498012,0.997285,0.000000,5.956459,3.034931,0.000000
12.570000,-0.306529,-0.951198,0.000000,-0.004778,-1.904493,0.000000,-3.017174,0.972467,0.000000,5.742976,3.745415,0.000000
12.580000,-0.334380,-0.941767,0.000000,0.051498,-1.864221,0.000000,-2.557980,0.908391,0.000000,5.510546,4.283639,0.000000
12.590000,-0.357803,-0.933117,0.000000,0.105422,-1.819258,0.000000,-2.132757,0.817973,0.000000,5.274311,4.690032,0.000000
12.600000,-0.377153,-0.925464,0.000000,0.156995,-1.770749,0.000000,-1.742958,0.710475,0.000000,5.041137,4.997506,0.000000
12.610000,-0.392770,-0.918943,0.000000,0.206263,-1.719555,0.000000,-1.385443,0.592330,0.000000,4.813483,5.230551,0.000000
12.620000,-0.404954,-0.913638,0.000000,0.253284,-1.666327,0.000000,-1.055612,0.468054,0.000000,4.591691,5.406780,0.000000
12.630000,-0.413959,-0.909591,0.000000,0.298115,-1.611567,0.000000,-0.748789,0.340950,0.000000,4.375191,5.538718,0.000000
12.640000,-0.419993,-0.906819,0.000000,0.340803,-1.555670,0.000000,-0.460755,0.213572,0.000000,4.163113,5.635266,0.000000
12.650000,-0.423225,-0.905314,0.000000,0.381389,-1.498958,0.000000,-0.187912,0.088020,0.000000,3.954590,5.702775,0.000000
12.660000,-0.423792,-0.905047,0.000000,0.419904,-1.441696,0.000000,0.072701,-0.033869,0.000000,3.748905,5.745791,0.000000
12.670000,-0.421803,-0.905973,0.000000,0.456375,-1.384113,0.000000,0.323451,-0.150419,0.000000,3.545554,5.767590,0.000000
12.680000,-0.417349,-0.908032,0.000000,0.490822,-1.326407,0.000000,0.566170,-0.260050,0.000000,3.344278,5.770545,0.000000
12.690000,-0.410502,-0.911146,0.000000,0.523267,-1.268759,0.000000,0.802203,-0.361247,0.000000,3.145068,5.756402,0.000000
12.700000,-0.401324,-0.915224,0.000000,0.553731,-1.211332,0.000000,1.032455,-0.452558,0.000000,2.948162,5.726478,0.000000
12.710000,-0.389871,-0.920160,0.000000,0.582239,-1.154278,0.000000,1.257430,-0.532601,0.000000,2.754027,5.681815,0.000000
12.720000,-0.376193,-0.925834,0.000000,0.608823,-1.097741,0.000000,1.477269,-0.600087,0.000000,2.563336,5.623298,0.000000
12.730000,-0.360343,-0.932116,0.000000,0.633520,-1.041856,0.000000,1.691782,-0.653851,0.000000,2.376937,5.551750,0.000000
12.740000,-0.342377,-0.938862,0.000000,0.656379,-0.986747,0.000000,1.900486,-0.692887,0.000000,2.195816,5.468001,0.000000
12.750000,-0.322355,-0.945922,0.000000,0.677458,-0.932533,0.000000,2.102643,-0.716382,0.000000,2.021050,5.372943,0.000000
12.760000,-0.300349,-0.953136,0.000000,0.696825,-0.879323,0.000000,2.297301,-0.723753,0.000000,1.853758,5.267565,0.000000
12.770000,-0.276438,-0.960342,0.000000,0.714562,-0.827213,0.000000,2.483347,-0.714677,0.000000,1.695046,5.152974,0.000000
12.780000,-0.250715,-0.967375,0.000000,0.730758,-0.776290,0.000000,2.659552,-0.689115,0.000000,1.545958,5.030400,0.000000
12.790000,-0.223284,-0.974070,0.000000,0.745516,-0.726627,0.000000,2.824633,-0.647323,0.000000,1.407426,4.901185,0.000000
12.800000,-0.194263,-0.980269,0.000000,0.758945,-0.678284,0.000000,2.977301,-0.589863,0.000000,1.280221,4.766758,0.000000
12.810000,-0.163783,-0.985818,0.000000,0.771160,-0.631304,0.000000,3.116320,-0.517585,0.000000,1.164922,4.628609,0.000000
12.820000,-0.131986,-0.990575,0.000000,0.782284,-0.585719,0.000000,3.240554,-0.431620,0.000000,1.061892,4.488241,0.000000
12.830000,-0.099025,-0.994409,0.000000,0.792439,-0.541542,0.000000,3.349017,-0.333343,0.000000,0.971260,4.347134,0.000000
12.840000,-0.065061,-0.997206,0.000000,0.801750,-0.498774,0.000000,3.440907,-0.224340,0.000000,0.892925,4.206695,0.000000
12.850000,-0.030264,-0.998866,0.000000,0.810338,-0.457401,0.000000,3.515639,-0.106361,0.000000,0.826565,4.068223,0.000000
12.860000,0.005193,-0.999309,0.000000,0.818320,-0.417399,0.000000,3.572860,0.018724,0.000000,0.771656,3.932870,0.000000
12.870000,0.041135,-0.998474,0.000000,0.825807,-0.378730,0.000000,3.612463,0.148981,0.000000,0.727506,3.801611,0.000000
12.880000,0.077384,-0.996319,0.000000,0.832903,-0.341350,0.000000,3.634589,0.282456,0.000000,0.693283,3.675231,0.000000
12.890000,0.113769,-0.992821,0.000000,0.839702,-0.305207,0.000000,3.639613,0.417228,0.000000,0.668056,3.554313,0.000000
12.900000,0.150121,-0.987976,0.000000,0.846291,-0.270245,0.000000,3.628133,0.551448,0.000000,0.650831,3.439233,0.000000
12.910000,0.186280,-0.981800,0.000000,0.852742,-0.236403,0.000000,3.600946,0.683377,0.000000,0.640590,3.330177,0.000000
12.920000,0.222091,-0.974322,0.000000,0.859122,-0.203621,0.000000,3.559023,0.811420,0.000000,0.636319,3.227148,0.000000
12.930000,0.257415,-0.965589,0.000000,0.865485,-0.171840,0.000000,3.503476,0.934147,0.000000,0.637039,3.129989,0.000000
12.940000,0.292119,-0.955661,0.000000,0.871877,-0.141003,0.000000,3.435529,1.050311,0.000000,0.641827,3.038407,0.000000
12.950000,0.326088,-0.944608,0.000000,0.878333,-0.111055,0.000000,3.356482,1.158857,0.000000,0.649836,2.952000,0.000000
12.960000,0.359217,-0.932512,0.000000,0.884882,-0.081947,0.000000,3.267685,1.258926,0.000000,0.660301,2.870279,0.000000
12.970000,0.391414,-0.919460,0.000000,0.891545,-0.053635,0.000000,3.170502,1.349852,0.000000,0.672549,2.792700,0.000000
12.980000,0.422603,-0.905547,0.000000,0.898337,-0.026081,0.000000,3.066289,1.431157,0.000000,0.686000,2.718680,0.000000
12.990000,0.452721,-0.890870,0.000000,0.905267,0.000748,0.000000,2.956365,1.502536,0.000000,0.700165,2.647628,0.000000
13.000000,0.481716,-0.875530,0.000000,0.912341,0.026879,0.000000,2.841998,1.563843,0.000000,0.714640,2.578952,0.000000
13.010000,0.509550,-0.859627,0.000000,0.919560,0.052333,0.000000,2.724382,1.615079,0.000000,0.729103,2.512085,0.000000
13.020000,0.536196,-0.843261,0.000000,0.926922,0.077125,0.000000,2.604630,1.656366,0.000000,0.743301,2.446490,0.000000
13.030000,0.561639,-0.826532,0.000000,0.934424,0.101266,0.000000,2.483759,1.687935,0.000000,0.757043,2.381669,0.000000
13.040000,0.585871,-0.809534,0.000000,0.942061,0.124760,0.000000,2.362690,1.710104,0.000000,0.770194,2.317173,0.000000
13.050000,0.608895,-0.792360,0.000000,0.949826,0.147609,0.000000,2.242238,1.723261,0.000000,0.782661,2.252604,0.000000
13.060000,0.630720,-0.775097,0.000000,0.957712,0.169810,0.000000,2.123121,1.727849,0.000000,0.794390,2.187612,0.000000
13.070000,0.651363,-0.757830,0.000000,0.965711,0.191359,0.000000,2.005954,1.724347,0.000000,0.805354,2.121903,0.000000
13.080000,0.670847,-0.740636,0.000000,0.973816,0.212245,0.000000,1.891257,1.713259,0.000000,0.815551,2.055228,0.000000
13.090000,0.689198,-0.723588,0.000000,0.982020,0.232459,0.000000,1.779459,1.695103,0.000000,0.824992,1.987387,0.000000
13.100000,0.706447,-0.706755,0.000000,0.990314,0.251989,0.000000,1.670904,1.670397,0.000000,0.833705,1.918223,0.000000
13.110000,0.722628,-0.690200,0.000000,0.998691,0.270819,0.000000,1.565858,1.639654,0.000000,0.841723,1.847617,0.000000
13.120000,0.737777,-0.673981,0.000000,1.007146,0.288936,0.000000,1.464518,1.603375,0.000000,0.849083,1.775487,0.000000
13.130000,0.751931,-0.658150,0.000000,1.015671,0.306323,0.000000,1.367016,1.562044,0.000000,0.855828,1.701778,0.000000
13.140000,0.765130,-0.642755,0.000000,1.024261,0.322966,0.000000,1.273427,1.516120,0.000000,0.862000,1.626466,0.000000
13.150000,0.777413,-0.627841,0.000000,1.032909,0.338847,0.000000,1.183778,1.466041,0.000000,0.867639,1.549545,0.000000
13.160000,0.788819,-0.613447,0.000000,1.041612,0.353952,0.000000,1.098052,1.412218,0.000000,0.872785,1.471031,0.000000
13.170000,0.799387,-0.599608,0.000000,1.050363,0.368263,0.000000,1.016195,1.355035,0.000000,0.877475,1.390954,0.000000
13.180000,0.809155,-0.586356,0.000000,1.059160,0.381766,0.000000,0.938122,1.294849,0.000000,0.881744,1.309356,0.000000
13.190000,0.818162,-0.573720,0.000000,1.067997,0.394445,0.000000,0.863719,1.231992,0.000000,0.885623,1.226287,0.000000
13.200000,0.826441,-0.561724,0.000000,1.076871,0.406287,0.000000,0.792852,1.166769,0.000000,0.889141,1.141807,0.000000
13.210000,0.834030,-0.550391,0.000000,1.085779,0.417277,0.000000,0.725369,1.099464,0.000000,0.892324,1.055977,0.000000
13.220000,0.840960,-0.539741,0.000000,1.094716,0.427402,0.000000,0.661100,1.030336,0.000000,0.895193,0.968863,0.000000
13.230000,0.847262,-0.529790,0.000000,1.103682,0.436650,0.000000,0.599866,0.959626,0.000000,0.897770,0.880533,0.000000
13.240000,0.852966,-0.520553,0.000000,1.112671,0.445009,0.000000,0.541477,0.887553,0.000000,0.900072,0.791051,0.000000
13.250000,0.858100,-0.512043,0.000000,1.121682,0.452467,0.000000,0.485738,0.814324,0.000000,0.902113,0.700484,0.000000
13.260000,0.862689,-0.504270,0.000000,1.130712,0.459015,0.000000,0.432446,0.740125,0.000000,0.903908,0.608894,0.000000
13.270000,0.866757,-0.497243,0.000000,1.139759,0.464642,0.000000,0.381396,0.665136,0.000000,0.905466,0.516341,0.000000
13.280000,0.870324,-0.490969,0.000000,1.148821,0.469339,0.000000,0.332381,0.589519,0.000000,0.906797,0.422882,0.000000
13.290000,0.873410,-0.485454,0.000000,1.157895,0.473097,0.000000,0.285194,0.513432,0.000000,0.907906,0.328567,0.000000
13.300000,0.876033,-0.480702,0.000000,1.166978,0.475907,0.000000,0.239626,0.437022,0.000000,0.908801,0.233445,0.000000
13.310000,0.878208,-0.476714,0.000000,1.176070,0.477763,0.000000,0.195473,0.360431,0.000000,0.909482,0.137558,0.000000
13.320000,0.879947,-0.473493,0.000000,1.185167,0.478656,0.000000,0.152531,0.283796,0.000000,0.909951,0.040945,0.000000
13.330000,0.881262,-0.471038,0.000000,1.194268,0.478580,0.000000,0.110599,0.207251,0.000000,0.910208,-0.056364,0.000000
13.340000,0.882161,-0.469347,0.000000,1.203371,0.477527,0.000000,0.069482,0.130928,0.000000,0.910249,-0.154340,0.000000
13.350000,0.882653,-0.468418,0.000000,1.212473,0.475491,0.000000,0.028988,0.054958,0.000000,0.910069,-0.252961,0.000000
13.360000,0.882743,-0.468247,0.000000,1.221571,0.472465,0.000000,-0.011066,-0.020527,0.000000,0.909661,-0.352211,0.000000
13.370000,0.882433,-0.468827,0.000000,1.230665,0.468444,0.000000,-0.050860,-0.095395,0.000000,0.909014,-0.452078,0.000000
13.380000,0.881726,-0.470152,0.000000,1.239751,0.463422,0.000000,-0.090563,-0.169510,0.000000,0.908115,-0.552557,0.000000
13.390000,0.880621,-0.472214,0.000000,1.248826,0.457391,0.000000,-0.130338,-0.242734,0.000000,0.906950,-0.653645,0.000000
13.400000,0.879118,-0.475003,0.000000,1.257889,0.450347,0.000000,-0.170337,-0.314924,0.000000,0.905499,-0.755347,0.000000
13.410000,0.877213,-0.478509,0.000000,1.266935,0.442282,0.000000,-0.210700,-0.385934,0.000000,0.903740,-0.857672,0.000000
13.420000,0.874903,-0.482717,0.000000,1.275963,0.433191,0.000000,-0.251558,-0.455612,0.000000,0.901646,-0.960634,0.000000
13.430000,0.872180,-0.487616,0.000000,1.284967,0.423067,0.000000,-0.293024,-0.523801,0.000000,0.899187,-1.064251,0.000000
13.440000,0.869040,-0.493188,0.000000,1.293945,0.411904,0.000000,-0.335202,-0.590338,0.000000,0.896327,-1.168548,0.000000
13.450000,0.865474,-0.499417,0.000000,1.302892,0.399694,0.000000,-0.378177,-0.655055,0.000000,0.893027,-1.273553,0.000000
13.460000,0.861473,-0.506282,0.000000,1.311804,0.386430,0.000000,-0.422015,-0.717777,0.000000,0.889238,-1.379297,0.000000
13.470000,0.857030,-0.513765,0.000000,1.320675,0.372106,0.000000,-0.466766,-0.778325,0.000000,0.884910,-1.485819,0.000000
13.480000,0.852135,-0.521841,0.000000,1.329500,0.356711,0.000000,-0.512459,-0.836514,0.000000,0.879981,-1.593160,0.000000
13.490000,0.846778,-0.530487,0.000000,1.338272,0.340239,0.000000,-0.559099,-0.892155,0.000000,0.874383,-1.701364,0.000000
13.500000,0.840950,-0.539675,0.000000,1.346985,0.322681,0.000000,-0.606670,-0.945054,0.000000,0.868041,-1.810481,0.000000
13.510000,0.834641,-0.549378,0.000000,1.355630,0.304027,0.000000,-0.655127,-0.995016,0.000000,0.860867,-1.920564,0.000000
13.520000,0.827844,-0.559565,0.000000,1.364199,0.284266,0.000000,-0.704402,-1.041842,0.000000,0.852765,-2.031666,0.000000
13.530000,0.820551,-0.570204,0.000000,1.372682,0.263390,0.000000,-0.754394,-1.085336,0.000000,0.843626,-2.143847,0.000000
