t,X0,Y0,Z0,X'0,Y'0,Z'0
3.680000,-0.996753,-0.080560,0.000000,0.101277,-1.253098,0.000000
3.690000,-0.995616,-0.093571,0.000000,0.126778,-1.348967,0.000000
3.700000,-0.994204,-0.107537,0.000000,0.156197,-1.444091,0.000000
3.710000,-0.992478,-0.122449,0.000000,0.189790,-1.538300,0.000000
3.720000,-0.990394,-0.138299,0.000000,0.227808,-1.631397,0.000000
3.730000,-0.987906,-0.155073,0.000000,0.270486,-1.723165,0.000000
3.740000,-0.984968,-0.172757,0.000000,0.318050,-1.813357,0.000000
3.750000,-0.981528,-0.191334,0.000000,0.370707,-1.901704,0.000000
3.760000,-0.977536,-0.210784,0.000000,0.428646,-1.987906,0.000000
3.770000,-0.972937,-0.231084,0.000000,0.492037,-2.071640,0.000000
3.780000,-0.967676,-0.252207,0.000000,0.561023,-2.152554,0.000000
3.790000,-0.961697,-0.274124,0.000000,0.635720,-2.230270,0.000000
3.800000,-0.954943,-0.296801,0.000000,0.716213,-2.304386,0.000000
3.810000,-0.947354,-0.320199,0.000000,0.802554,-2.374475,0.000000
3.820000,-0.938872,-0.344275,0.000000,0.894755,-2.440086,0.000000
3.830000,-0.929439,-0.368984,0.000000,0.992788,-2.500752,0.000000
3.840000,-0.918997,-0.394272,0.000000,1.096579,-2.555985,0.000000
3.850000,-0.907489,-0.420084,0.000000,1.206006,-2.605286,0.000000
3.860000,-0.894859,-0.446357,0.000000,1.320896,-2.648145,0.000000
3.870000,-0.881053,-0.473024,0.000000,1.441020,-2.684046,0.000000
3.880000,-0.866022,-0.500013,0.000000,1.566093,-2.712475,0.000000
3.890000,-0.849716,-0.527246,0.000000,1.695769,-2.732922,0.000000
3.900000,-0.832092,-0.554643,0.000000,1.829643,-2.744890,0.000000
3.910000,-0.813111,-0.582114,0.000000,1.967247,-2.747898,0.000000
3.920000,-0.792737,-0.609569,0.000000,2.108051,-2.741495,0.000000
3.930000,-0.770941,-0.636911,0.000000,2.251464,-2.725258,0.000000
3.940000,-0.747701,-0.664040,0.000000,2.396836,-2.698809,0.000000
3.950000,-0.723000,-0.690852,0.000000,2.543458,-2.661816,0.000000
3.960000,-0.696830,-0.717241,0.000000,2.690568,-2.614005,0.000000
3.970000,-0.669190,-0.743096,0.000000,2.837357,-2.555165,0.000000
3.980000,-0.640087,-0.768307,0.000000,2.982969,-2.485155,0.000000
3.990000,-0.609538,-0.792761,0.000000,3.126515,-2.403913,0.000000
4.000000,-0.577567,-0.816348,0.000000,3.267078,-2.311462,0.000000
4.010000,-0.544209,-0.838954,0.000000,3.403720,-2.207913,0.000000
4.020000,-0.509509,-0.860470,0.000000,3.535494,-2.093468,0.000000
4.030000,-0.473519,-0.880788,0.000000,3.661455,-1.968429,0.000000
4.040000,-0.436302,-0.899804,0.000000,3.780671,-1.833194,0.000000
4.050000,-0.397931,-0.917419,0.000000,3.892231,-1.688257,0.000000
4.060000,-0.358486,-0.933539,0.000000,3.995265,-1.534212,0.000000
4.070000,-0.318057,-0.948075,0.000000,4.088945,-1.371744,0.000000
4.080000,-0.276741,-0.960948,0.000000,4.172506,-1.201629,0.000000
4.090000,-0.234642,-0.972085,0.000000,4.245252,-1.024723,0.000000
4.100000,-0.191874,-0.981423,0.000000,4.306569,-0.841959,0.000000
4.110000,-0.148551,-0.988908,0.000000,4.355931,-0.654337,0.000000
4.120000,-0.104796,-0.994497,0.000000,4.392910,-0.462910,0.000000
4.130000,-0.060735,-0.998158,0.000000,4.417184,-0.268775,0.000000
4.140000,-0.016496,-0.999868,0.000000,4.428540,-0.073063,0.000000
4.150000,0.027792,-0.999617,0.000000,4.426878,0.123078,0.000000
4.160000,0.071999,-0.997408,0.000000,4.412212,0.318496,0.000000
4.170000,0.115994,-0.993254,0.000000,4.384672,0.512046,0.000000
4.180000,0.159650,-0.987177,0.000000,4.344498,0.702606,0.000000
4.190000,0.202843,-0.979215,0.000000,4.292042,0.889087,0.000000
4.200000,0.245451,-0.969413,0.000000,4.227756,1.070448,0.000000
4.210000,0.287360,-0.957827,0.000000,4.152188,1.245707,0.000000
4.220000,0.328459,-0.944522,0.000000,4.065976,1.413950,0.000000
4.230000,0.368646,-0.929574,0.000000,3.969835,1.574338,0.000000
4.240000,0.407826,-0.913064,0.000000,3.864546,1.726121,0.000000
4.250000,0.445910,-0.895082,0.000000,3.750948,1.868635,0.000000
4.260000,0.482820,-0.875724,0.000000,3.629924,2.001312,0.000000
4.270000,0.518486,-0.855090,0.000000,3.502390,2.123682,0.000000
4.280000,0.552849,-0.833286,0.000000,3.369284,2.235371,0.000000
4.290000,0.585857,-0.810419,0.000000,3.231552,2.336105,0.000000
4.300000,0.617468,-0.786601,0.000000,3.090140,2.425703,0.000000
4.310000,0.647650,-0.761943,0.000000,2.945981,2.504077,0.000000
4.320000,0.676381,-0.736557,0.000000,2.799985,2.571228,0.000000
4.330000,0.703647,-0.710555,0.000000,2.653036,2.627238,0.000000
4.340000,0.729442,-0.684049,0.000000,2.505975,2.672267,0.000000
4.350000,0.753769,-0.657146,0.000000,2.359602,2.706541,0.000000
4.360000,0.776639,-0.629953,0.000000,2.214665,2.730351,0.000000
4.370000,0.798069,-0.602573,0.000000,2.071858,2.744041,0.000000
4.380000,0.818085,-0.575104,0.000000,1.931817,2.748002,0.000000
4.390000,0.836717,-0.547644,0.000000,1.795117,2.742663,0.000000
4.400000,0.854000,-0.520281,0.000000,1.662272,2.728486,0.000000
4.410000,0.869976,-0.493102,0.000000,1.533735,2.705955,0.000000
4.420000,0.884691,-0.466188,0.000000,1.409895,2.675571,0.000000
4.430000,0.898191,-0.439615,0.000000,1.291081,2.637845,0.000000
4.440000,0.910530,-0.413454,0.000000,1.177566,2.593294,0.000000
4.450000,0.921761,-0.387770,0.000000,1.069562,2.542432,0.000000
4.460000,0.931940,-0.362624,0.000000,0.967231,2.485765,0.000000
4.470000,0.941125,-0.338072,0.000000,0.870681,2.423792,0.000000
4.480000,0.949373,-0.314165,0.000000,0.779974,2.356995,0.000000
4.490000,0.956744,-0.290947,0.000000,0.695128,2.285837,0.000000
4.500000,0.963295,-0.268461,0.000000,0.616120,2.210763,0.000000
4.510000,0.969085,-0.246743,0.000000,0.542890,2.132193,0.000000
4.520000,0.974172,-0.225827,0.000000,0.475344,2.050525,0.000000
4.530000,0.978611,-0.205742,0.000000,0.413359,1.966129,0.000000
4.540000,0.982457,-0.186513,0.000000,0.356784,1.879350,0.000000
4.550000,0.985764,-0.168162,0.000000,0.305445,1.790506,0.000000
4.560000,0.988583,-0.150708,0.000000,0.259148,1.699887,0.000000
4.570000,0.990963,-0.134169,0.000000,0.217681,1.607758,0.000000
4.580000,0.992952,-0.118558,0.000000,0.180815,1.514357,0.000000
4.590000,0.994594,-0.103885,0.000000,0.148311,1.419898,0.000000
4.600000,0.995932,-0.090163,0.000000,0.119916,1.324568,0.000000
4.610000,0.997005,-0.077396,0.000000,0.095372,1.228534,0.000000
4.620000,0.997851,-0.065594,0.000000,0.074410,1.131938,0.000000
4.630000,0.998504,-0.054759,0.000000,0.056757,1.034903,0.000000
4.640000,0.998996,-0.044897,0.000000,0.042137,0.937534,0.000000
4.650000,0.999356,-0.036009,0.000000,0.030266,0.839916,0.000000
4.660000,0.999610,-0.028099,0.000000,0.020863,0.742118,0.000000
4.670000,0.999781,-0.021167,0.000000,0.013641,0.644197,0.000000
4.680000,0.999889,-0.015215,0.000000,0.008313,0.546194,0.000000
4.690000,0.999952,-0.010244,0.000000,0.004593,0.448142,0.000000
4.700000,0.999985,-0.006253,0.000000,0.002191,0.350062,0.000000
4.710000,0.999999,-0.003242,0.000000,0.000819,0.251968,0.000000
4.720000,1.000004,-0.001213,0.000000,0.000189,0.153870,0.000000
4.730000,1.000005,-0.000165,0.000000,0.000011,0.055770,0.000000
4.740000,1.000005,-0.000098,0.000000,-0.000002,-0.042330,0.000000
4.750000,1.000004,-0.001012,0.000000,-0.000140,-0.140430,0.000000
4.760000,1.000001,-0.002906,0.000000,-0.000691,-0.238529,0.000000
4.770000,0.999988,-0.005782,0.000000,-0.001944,-0.336623,0.000000
4.780000,0.999958,-0.009639,0.000000,-0.004188,-0.434706,0.000000
4.790000,0.999900,-0.014476,0.000000,-0.007711,-0.532763,0.000000
4.800000,0.999799,-0.020294,0.000000,-0.012801,-0.630774,0.000000
4.810000,0.999638,-0.027092,0.000000,-0.019747,-0.728709,0.000000
4.820000,0.999397,-0.034868,0.000000,-0.028835,-0.826527,0.000000
4.830000,0.999053,-0.043621,0.000000,-0.040350,-0.924173,0.000000
4.840000,0.998581,-0.053350,0.000000,-0.054577,-1.021582,0.000000
4.850000,0.997952,-0.064052,0.000000,-0.071798,-1.118668,0.000000
4.860000,0.997134,-0.075722,0.000000,-0.092290,-1.215330,0.000000
4.870000,0.996094,-0.088357,0.000000,-0.116328,-1.311450,0.000000
4.880000,0.994795,-0.101949,0.000000,-0.144179,-1.406885,0.000000
4.890000,0.993197,-0.116492,0.000000,-0.176105,-1.501474,0.000000
4.900000,0.991258,-0.131975,0.000000,-0.212359,-1.595032,0.000000
4.910000,0.988934,-0.148388,0.000000,-0.253182,-1.687349,0.000000
4.920000,0.986179,-0.165717,0.000000,-0.298805,-1.778190,0.000000
4.930000,0.982942,-0.183946,0.000000,-0.349441,-1.867294,0.000000
4.940000,0.979172,-0.203056,0.000000,-0.405287,-1.954374,0.000000
4.950000,0.974818,-0.223026,0.000000,-0.466522,-2.039116,0.000000
4.960000,0.969823,-0.243830,0.000000,-0.533298,-2.121180,0.000000
4.970000,0.964133,-0.265439,0.000000,-0.605743,-2.200197,0.000000
4.980000,0.957689,-0.287822,0.000000,-0.683955,-2.275774,0.000000
4.990000,0.950434,-0.310942,0.000000,-0.767999,-2.347494,0.000000
5.000000,0.942310,-0.334758,0.000000,-0.857903,-2.414916,0.000000
5.010000,0.933257,-0.359224,0.000000,-0.953655,-2.477578,0.000000
5.020000,0.923217,-0.384292,0.000000,-1.055199,-2.535001,0.000000
5.030000,0.912134,-0.409905,0.000000,-1.162434,-2.586688,0.000000
5.040000,0.899950,-0.436005,0.000000,-1.275206,-2.632135,0.000000
5.050000,0.886612,-0.462526,0.000000,-1.393307,-2.670826,0.000000
5.060000,0.872067,-0.489397,0.000000,-1.516477,-2.702246,0.000000
5.070000,0.856267,-0.516545,0.000000,-1.644392,-2.725884,0.000000
5.080000,0.839165,-0.543887,0.000000,-1.776672,-2.741235,0.000000
5.090000,0.820720,-0.571340,0.000000,-1.912872,-2.747812,0.000000
5.100000,0.800896,-0.598813,0.000000,-2.052488,-2.745152,0.000000
5.110000,0.779661,-0.626211,0.000000,-2.194953,-2.732819,0.000000
5.120000,0.756990,-0.653435,0.000000,-2.339637,-2.710417,0.000000
5.130000,0.732863,-0.680384,0.000000,-2.485856,-2.677596,0.000000
5.140000,0.707270,-0.706952,0.000000,-2.632869,-2.634056,0.000000
5.150000,0.680206,-0.733029,0.000000,-2.779882,-2.579562,0.000000
5.160000,0.651675,-0.758506,0.000000,-2.926060,-2.513945,0.000000
5.170000,0.621690,-0.783270,0.000000,-3.070524,-2.437110,0.000000
5.180000,0.590273,-0.807211,0.000000,-3.212367,-2.349048,0.000000
5.190000,0.557455,-0.830214,0.000000,-3.350659,-2.249832,0.000000
5.200000,0.523275,-0.852171,0.000000,-3.484455,-2.139630,0.000000
5.210000,0.487784,-0.872971,0.000000,-3.612807,-2.018705,0.000000
5.220000,0.451040,-0.892510,0.000000,-3.734778,-1.887415,0.000000
5.230000,0.413113,-0.910686,0.000000,-3.849447,-1.746218,0.000000
5.240000,0.374079,-0.927403,0.000000,-3.955925,-1.595669,0.000000
5.250000,0.334024,-0.942571,0.000000,-4.053368,-1.436417,0.000000
5.260000,0.293044,-0.956105,0.000000,-4.140984,-1.269204,0.000000
5.270000,0.251240,-0.967931,0.000000,-4.218050,-1.094855,0.000000
5.280000,0.208720,-0.977981,0.000000,-4.283917,-0.914273,0.000000
5.290000,0.165601,-0.986199,0.000000,-4.338024,-0.728434,0.000000
5.300000,0.122001,-0.992536,0.000000,-4.379904,-0.538371,0.000000
5.310000,0.078044,-0.996956,0.000000,-4.409192,-0.345166,0.000000
5.320000,0.033860,-0.999433,0.000000,-4.425633,-0.149937,0.000000
5.330000,-0.010425,-0.999952,0.000000,-4.429081,0.046173,0.000000
5.340000,-0.054679,-0.998510,0.000000,-4.419506,0.242011,0.000000
5.350000,-0.098772,-0.995116,0.000000,-4.396993,0.436428,0.000000
5.360000,-0.142576,-0.989790,0.000000,-4.361739,0.628292,0.000000
5.370000,-0.185965,-0.982563,0.000000,-4.314052,0.816499,0.000000
5.380000,-0.228817,-0.973476,0.000000,-4.254345,0.999988,0.000000
5.390000,-0.271014,-0.962582,0.000000,-4.183131,1.177753,0.000000
5.400000,-0.312443,-0.949943,0.000000,-4.101013,1.348851,0.000000
5.410000,-0.353000,-0.935630,0.000000,-4.008677,1.512414,0.000000
5.420000,-0.392585,-0.919722,0.000000,-3.906879,1.667656,0.000000
5.430000,-0.431109,-0.902307,0.000000,-3.796437,1.813878,0.000000
5.440000,-0.468488,-0.883477,0.000000,-3.678219,1.950474,0.000000
5.450000,-0.504650,-0.863331,0.000000,-3.553128,2.076936,0.000000
5.460000,-0.539531,-0.841973,0.000000,-3.422096,2.192852,0.000000
5.470000,-0.573075,-0.819510,0.000000,-3.286066,2.297909,0.000000
5.480000,-0.605239,-0.796052,0.000000,-3.145985,2.391890,0.000000
5.490000,-0.635985,-0.771710,0.000000,-3.002794,2.474671,0.000000
5.500000,-0.665287,-0.746596,0.000000,-2.857412,2.546218,0.000000
5.510000,-0.693129,-0.720823,0.000000,-2.710735,2.606584,0.000000
5.520000,-0.719500,-0.694501,0.000000,-2.563620,2.655896,0.000000
5.530000,-0.744402,-0.667741,0.000000,-2.416886,2.694356,0.000000
5.540000,-0.767842,-0.640650,0.000000,-2.271300,2.722233,0.000000
5.550000,-0.789835,-0.613331,0.000000,-2.127579,2.739848,0.000000
5.560000,-0.810402,-0.585886,0.000000,-1.986382,2.747576,0.000000
5.570000,-0.829573,-0.558411,0.000000,-1.848307,2.745831,0.000000
5.580000,-0.847380,-0.530999,0.000000,-1.713893,2.735065,0.000000
5.590000,-0.863864,-0.503738,0.000000,-1.583617,2.715751,0.000000
5.600000,-0.879068,-0.476711,0.000000,-1.457892,2.688387,0.000000
5.610000,-0.893038,-0.449995,0.000000,-1.337072,2.653480,0.000000
5.620000,-0.905827,-0.423665,0.000000,-1.221450,2.611545,0.000000
5.630000,-0.917486,-0.397786,0.000000,-1.111262,2.563097,0.000000
5.640000,-0.928071,-0.372423,0.000000,-1.006690,2.508647,0.000000
5.650000,-0.937638,-0.347632,0.000000,-0.907863,2.448698,0.000000
5.660000,-0.946247,-0.323465,0.000000,-0.814860,2.383736,0.000000
5.670000,-0.953955,-0.299972,0.000000,-0.727716,2.314235,0.000000
5.680000,-0.960821,-0.277194,0.000000,-0.646423,2.240646,0.000000
5.690000,-0.966903,-0.255171,0.000000,-0.570936,2.163399,0.000000
5.700000,-0.972259,-0.233937,0.000000,-0.501174,2.082900,0.000000
5.710000,-0.976945,-0.213523,0.000000,-0.437024,1.999532,0.000000
5.720000,-0.981018,-0.193955,0.000000,-0.378346,1.913649,0.000000
5.730000,-0.984530,-0.175257,0.000000,-0.324976,1.825578,0.000000
5.740000,-0.987534,-0.157450,0.000000,-0.276725,1.735623,0.000000
5.750000,-0.990081,-0.140550,0.000000,-0.233390,1.644056,0.000000
5.760000,-0.992218,-0.124573,0.000000,-0.194747,1.551128,0.000000
5.770000,-0.993991,-0.109531,0.000000,-0.160561,1.457060,0.000000
5.780000,-0.995443,-0.095435,0.000000,-0.130585,1.362051,0.000000
5.790000,-0.996615,-0.082293,0.000000,-0.104562,1.266275,0.000000
5.800000,-0.997546,-0.070112,0.000000,-0.082227,1.169883,0.000000
5.810000,-0.998271,-0.058897,0.000000,-0.063309,1.073008,0.000000
5.820000,-0.998823,-0.048653,0.000000,-0.047532,0.975759,0.000000
5.830000,-0.999231,-0.039383,0.000000,-0.034616,0.878229,0.000000
5.840000,-0.999524,-0.031089,0.000000,-0.024279,0.780494,0.000000
5.850000,-0.999725,-0.023773,0.000000,-0.016235,0.682616,0.000000
5.860000,-0.999855,-0.017437,0.000000,-0.010198,0.584640,0.000000
5.870000,-0.999934,-0.012081,0.000000,-0.005881,0.486604,0.000000
5.880000,-0.999978,-0.007705,0.000000,-0.002996,0.388533,0.000000
5.890000,-0.999998,-0.004310,0.000000,-0.001254,0.290444,0.000000
5.900000,-1.000006,-0.001896,0.000000,-0.000367,0.192347,0.000000
5.910000,-1.000007,-0.000463,0.000000,-0.000046,0.094247,0.000000
5.920000,-1.000008,-0.000011,0.000000,-0.000003,-0.003853,0.000000
5.930000,-1.000007,-0.000540,0.000000,0.000053,-0.101953,0.000000
5.940000,-1.000005,-0.002050,0.000000,0.000408,-0.200052,0.000000
5.950000,-0.999997,-0.004541,0.000000,0.001351,-0.298149,0.000000
5.960000,-0.999976,-0.008013,0.000000,0.003173,-0.396238,0.000000
5.970000,-0.999930,-0.012466,0.000000,0.006160,-0.494307,0.000000
5.980000,-0.999847,-0.017899,0.000000,0.010601,-0.592339,0.000000
5.990000,-0.999712,-0.024312,0.000000,0.016785,-0.690308,0.000000
6.000000,-0.999505,-0.031705,0.000000,0.024999,-0.788177,0.000000
6.010000,-0.999204,-0.040075,0.000000,0.035528,-0.885898,0.000000
6.020000,-0.998786,-0.049422,0.000000,0.048659,-0.983409,0.000000
6.030000,-0.998222,-0.059743,0.000000,0.064672,-1.080632,0.000000
6.040000,-0.997482,-0.071034,0.000000,0.083849,-1.177474,0.000000
6.050000,-0.996533,-0.083290,0.000000,0.106464,-1.273822,0.000000
6.060000,-0.995340,-0.096508,0.000000,0.132788,-1.369544,0.000000
6.070000,-0.993864,-0.110679,0.000000,0.163086,-1.464485,0.000000
6.080000,-0.992064,-0.125794,0.000000,0.197613,-1.558471,0.000000
6.090000,-0.989897,-0.141844,0.000000,0.236616,-1.651301,0.000000
6.100000,-0.987316,-0.158816,0.000000,0.280329,-1.742750,0.000000
6.110000,-0.984274,-0.176694,0.000000,0.328975,-1.832568,0.000000
6.120000,-0.980720,-0.195461,0.000000,0.382755,-1.920478,0.000000
6.130000,-0.976601,-0.215096,0.000000,0.441857,-2.006176,0.000000
6.140000,-0.971864,-0.235576,0.000000,0.506443,-2.089332,0.000000
6.150000,-0.966454,-0.256873,0.000000,0.576651,-2.169589,0.000000
6.160000,-0.960312,-0.278957,0.000000,0.652592,-2.246564,0.000000
6.170000,-0.953382,-0.301792,0.000000,0.734343,-2.319848,0.000000
6.180000,-0.945606,-0.325340,0.000000,0.821947,-2.389010,0.000000
6.190000,-0.936924,-0.349557,0.000000,0.915409,-2.453595,0.000000
6.200000,-0.927278,-0.374395,0.000000,1.014691,-2.513131,0.000000
6.210000,-0.916611,-0.399801,0.000000,1.119709,-2.567127,0.000000
6.220000,-0.904865,-0.425717,0.000000,1.230331,-2.615082,0.000000
6.230000,-0.891986,-0.452081,0.000000,1.346370,-2.656484,0.000000
6.240000,-0.877921,-0.478824,0.000000,1.467586,-2.690818,0.000000
6.250000,-0.862618,-0.505872,0.000000,1.593682,-2.717568,0.000000
6.260000,-0.846032,-0.533148,0.000000,1.724299,-2.736228,0.000000
6.270000,-0.828119,-0.560568,0.000000,1.859018,-2.746304,0.000000
6.280000,-0.808839,-0.588044,0.000000,1.997358,-2.747320,0.000000
6.290000,-0.788161,-0.615483,0.000000,2.138776,-2.738831,0.000000
6.300000,-0.766056,-0.642787,0.000000,2.282668,-2.720423,0.000000
6.310000,-0.742502,-0.669857,0.000000,2.428370,-2.691727,0.000000
6.320000,-0.717485,-0.696587,0.000000,2.575163,-2.652423,0.000000
6.330000,-0.690997,-0.722869,0.000000,2.722273,-2.602250,0.000000
6.340000,-0.663041,-0.748595,0.000000,2.868880,-2.541011,0.000000
6.350000,-0.633624,-0.773652,0.000000,3.014122,-2.468583,0.000000
6.360000,-0.602766,-0.797929,0.000000,3.157103,-2.384920,0.000000
6.370000,-0.570493,-0.821313,0.000000,3.296899,-2.290065,0.000000
6.380000,-0.536842,-0.843693,0.000000,3.432571,-2.184147,0.000000
6.390000,-0.501858,-0.864960,0.000000,3.563171,-2.067390,0.000000
6.400000,-0.465598,-0.885006,0.000000,3.687755,-1.940117,0.000000
6.410000,-0.428126,-0.903729,0.000000,3.805395,-1.802746,0.000000
6.420000,-0.389517,-0.921029,0.000000,3.915189,-1.655794,0.000000
6.430000,-0.349852,-0.936814,0.000000,4.016273,-1.499873,0.000000
6.440000,-0.309223,-0.950999,0.000000,4.107834,-1.335689,0.000000
6.450000,-0.267729,-0.963503,0.000000,4.189120,-1.164036,0.000000
6.460000,-0.225477,-0.974258,0.000000,4.259451,-0.985788,0.000000
6.470000,-0.182579,-0.983200,0.000000,4.318232,-0.801892,0.000000
6.480000,-0.139153,-0.990280,0.000000,4.364957,-0.613360,0.000000
6.490000,-0.095321,-0.995456,0.000000,4.399221,-0.421256,0.000000
6.500000,-0.051211,-0.998697,0.000000,4.420725,-0.226687,0.000000
6.510000,-0.006950,-0.999985,0.000000,4.429279,-0.030786,0.000000
6.520000,0.037331,-0.999312,0.000000,4.424809,0.165295,0.000000
6.530000,0.081503,-0.996682,0.000000,4.407354,0.360405,0.000000
6.540000,0.125436,-0.992111,0.000000,4.377067,0.553403,0.000000
6.550000,0.169002,-0.985625,0.000000,4.334213,0.743173,0.000000
6.560000,0.212079,-0.977262,0.000000,4.279166,0.928635,0.000000
6.570000,0.254547,-0.967070,0.000000,4.212400,1.108761,0.000000
6.580000,0.296290,-0.955108,0.000000,4.134482,1.282581,0.000000
6.590000,0.337201,-0.941442,0.000000,4.046068,1.449198,0.000000
6.600000,0.377179,-0.926150,0.000000,3.947888,1.607792,0.000000
6.610000,0.416129,-0.909316,0.000000,3.840737,1.757629,0.000000
6.620000,0.453967,-0.891029,0.000000,3.725463,1.898066,0.000000
6.630000,0.490614,-0.871388,0.000000,3.602959,2.028558,0.000000
6.640000,0.526005,-0.850493,0.000000,3.474146,2.148654,0.000000
6.650000,0.560079,-0.828450,0.000000,3.339964,2.258001,0.000000
6.660000,0.592789,-0.805369,0.000000,3.201361,2.356346,0.000000
6.670000,0.624095,-0.781361,0.000000,3.059280,2.443530,0.000000
6.680000,0.653966,-0.756536,0.000000,2.914649,2.519482,0.000000
6.690000,0.682382,-0.731008,0.000000,2.768376,2.584223,0.000000
6.700000,0.709331,-0.704889,0.000000,2.621334,2.637850,0.000000
6.710000,0.734809,-0.678288,0.000000,2.474357,2.680540,0.000000
6.720000,0.758821,-0.651314,0.000000,2.328233,2.712532,0.000000
6.730000,0.781379,-0.624072,0.000000,2.183699,2.734131,0.000000
6.740000,0.802503,-0.596665,0.000000,2.041437,2.745690,0.000000
6.750000,0.822218,-0.569190,0.000000,1.902070,2.747610,0.000000
6.760000,0.840556,-0.541743,0.000000,1.766161,2.740328,0.000000
6.770000,0.857554,-0.514413,0.000000,1.634209,2.724309,0.000000
6.780000,0.873255,-0.487284,0.000000,1.506653,2.700043,0.000000
6.790000,0.887703,-0.460438,0.000000,1.383871,2.668034,0.000000
6.800000,0.900949,-0.433948,0.000000,1.266179,2.628795,0.000000
6.810000,0.913045,-0.407884,0.000000,1.153835,2.582841,0.000000
6.820000,0.924044,-0.382312,0.000000,1.047043,2.530686,0.000000
6.830000,0.934004,-0.357289,0.000000,0.945949,2.472835,0.000000
6.840000,0.942983,-0.332872,0.000000,0.850655,2.409783,0.000000
6.850000,0.951037,-0.309110,0.000000,0.761211,2.342008,0.000000
6.860000,0.958226,-0.286046,0.000000,0.677626,2.269970,0.000000
6.870000,0.964609,-0.263723,0.000000,0.599870,2.194109,0.000000
6.880000,0.970243,-0.242175,0.000000,0.527873,2.114839,0.000000
6.890000,0.975185,-0.221436,0.000000,0.461537,2.032553,0.000000
6.900000,0.979492,-0.201533,0.000000,0.400731,1.947616,0.000000
6.910000,0.983218,-0.182491,0.000000,0.345299,1.860367,0.000000
6.920000,0.986415,-0.164333,0.000000,0.295063,1.771116,0.000000
6.930000,0.989136,-0.147075,0.000000,0.249825,1.680151,0.000000
6.940000,0.991428,-0.130734,0.000000,0.209369,1.587729,0.000000
6.950000,0.993338,-0.115324,0.000000,0.173463,1.494084,0.000000
6.960000,0.994911,-0.100856,0.000000,0.141865,1.399422,0.000000
6.970000,0.996189,-0.087339,0.000000,0.114322,1.303927,0.000000
6.980000,0.997211,-0.074780,0.000000,0.090572,1.207761,0.000000
6.990000,0.998012,-0.063185,0.000000,0.070346,1.111061,0.000000
7.000000,0.998628,-0.052560,0.000000,0.053369,1.013947,0.000000
7.010000,0.999090,-0.042907,0.000000,0.039364,0.916517,0.000000
7.020000,0.999425,-0.034230,0.000000,0.028049,0.818855,0.000000
7.030000,0.999659,-0.026531,0.000000,0.019139,0.721026,0.000000
7.040000,0.999814,-0.019810,0.000000,0.012349,0.623084,0.000000
7.050000,0.999912,-0.014069,0.000000,0.007391,0.525069,0.000000
7.060000,0.999967,-0.009309,0.000000,0.003978,0.427009,0.000000
7.070000,0.999995,-0.005529,0.000000,0.001822,0.328925,0.000000
7.080000,1.000007,-0.002731,0.000000,0.000633,0.230830,0.000000
7.090000,1.000010,-0.000913,0.000000,0.000124,0.132731,0.000000
7.100000,1.000011,-0.000076,0.000000,0.000006,0.034631,0.000000
7.110000,1.000011,-0.000220,0.000000,-0.000011,-0.063469,0.000000
7.120000,1.000010,-0.001345,0.000000,-0.000214,-0.161569,0.000000
7.130000,1.000005,-0.003451,0.000000,-0.000893,-0.259667,0.000000
7.140000,0.999990,-0.006539,0.000000,-0.002336,-0.357760,0.000000
7.150000,0.999955,-0.010607,0.000000,-0.004832,-0.455838,0.000000
7.160000,0.999888,-0.015655,0.000000,-0.008669,-0.553888,0.000000
7.170000,0.999776,-0.021684,0.000000,-0.014136,-0.651885,0.000000
7.180000,0.999599,-0.028693,0.000000,-0.021519,-0.749798,0.000000
7.190000,0.999338,-0.036680,0.000000,-0.031107,-0.847584,0.000000
7.200000,0.998969,-0.045644,0.000000,-0.043183,-0.945186,0.000000
7.210000,0.998465,-0.055583,0.000000,-0.058033,-1.042532,0.000000
7.220000,0.997798,-0.066493,0.000000,-0.075936,-1.139536,0.000000
7.230000,0.996935,-0.078372,0.000000,-0.097170,-1.236092,0.000000
7.240000,0.995843,-0.091213,0.000000,-0.122007,-1.332076,0.000000
7.250000,0.994482,-0.105011,0.000000,-0.150715,-1.427343,0.000000
7.260000,0.992815,-0.119757,0.000000,-0.183553,-1.521727,0.000000
7.270000,0.990797,-0.135442,0.000000,-0.220772,-1.615035,0.000000
7.280000,0.988384,-0.152054,0.000000,-0.262611,-1.707054,0.000000
7.290000,0.985528,-0.169578,0.000000,-0.309297,-1.797543,0.000000
7.300000,0.982181,-0.187998,0.000000,-0.361040,-1.886236,0.000000
7.310000,0.978290,-0.207296,0.000000,-0.418034,-1.972840,0.000000
7.320000,0.973802,-0.227447,0.000000,-0.480450,-2.057034,0.000000
7.330000,0.968662,-0.248427,0.000000,-0.548438,-2.138472,0.000000
7.340000,0.962814,-0.270206,0.000000,-0.622119,-2.216781,0.000000
7.350000,0.956201,-0.292751,0.000000,-0.701583,-2.291563,0.000000
7.360000,0.948763,-0.316024,0.000000,-0.786889,-2.362395,0.000000
7.370000,0.940443,-0.339984,0.000000,-0.878055,-2.428830,0.000000
7.380000,0.931183,-0.364585,0.000000,-0.975061,-2.490404,0.000000
7.390000,0.920923,-0.389775,0.000000,-1.077842,-2.546632,0.000000
7.400000,0.909607,-0.415498,0.000000,-1.186284,-2.597018,0.000000
